resource_id,review,rating,label
2843,"Power Point download, suitable for those teaching information literacy in the classroom and librarians...",4,Positive
2869,"I don't think this would be applicable to middle school, since it's subject material could get confusing for them.",4,Negative
2871," This is supplemental material from a science textbook.  Aside from textbook information, there are multimedia presentations images, diagrams and graphs all organized by topic for easy incorporation into lessons, worksheets, and presentations.  Worksheets and assessments are also included.  Videos and canned presentations can be shown to students or students can access the site on their own.  A solid resource. ",3,Positive
2875,Very useful site to augment a classroom discussion on Internet worms and viruses. Very visually appealing and the information is very accurate.  Includes some data on the history of viruses which was very interesting.,5,Positive
2897,I have used this in the classroom and provided it as a link for students.,5,Positive
2914," I have been using this material for 7 years in Neuroscience classes in Medical Schools in 3 countries - Seychelles, St. Kitts-Nevis, St. Lucia. Using this material, Basic Science Medical student's average grade in National Board of Medical Examiners (NBME) Shelf Exam in Neuroscience reached a peak of 480 (3-digit NBME score), with a Median value of 493 (3-digit NBME score) in the Fall of 2011. This is close to US National average figure.  Technical Remarks:Shockwave Flash Player, Google Chrome, Fast Internet connection",4,Positive
2916," I have been using this material for 7 years in Neuroscience classes in Medical Schools in 3 countries - Seychelles, St. Kitts-Nevis, St. Lucia. Using this material, Basic Science Medical student's average grade in National Board of Medical Examiners (NBME) Shelf Exam in Neuroscience reached a peak of 480 (3-digit NBME score), with a Median value of 493 (3-digit NBME score) in the Fall of 2011. This is close to US National average figure.  Technical Remarks: Shockwave Flash Player, Google Chrome, Fast Internet connection    ",4,Positive
2917," I have been using this material for 7 years in Neuroscience classes in Medical Schools in 3 countries - Seychelles, St. Kitts-Nevis, St. Lucia. Using this material, Basic Science Medical student's average grade in National Board of Medical Examiners (NBME) Shelf Exam in Neuroscience reached a peak of 480 (3-digit NBME score), with a Median value of 493 (3-digit NBME score) in the Fall of 2011. This is close to US National average figure.    Technical Remarks: Shockwave Flash Player, Google Chrome, Fast Internet connection    ",4,Positive
2930,"This video was created in Medical University of the Americas in May 2011 by Med 3 Neuroscience students of Summer 2011 batch. It has been in circulation among the students since then. It is based on the three classical Learning Styles of students; Visual, Verbal and Auditory. They find it very helpful to learn the material after they have listened to the video lecture.I have been using this material for 7 years in Neuroscience classes in Medical Schools in 3 countries – Seychelles, St. Kitts-Nevis, St. Lucia. Using this material, Basic Science Medical student's average grade in National Board of Medical Examiners (NBME) Shelf Exam in Neuroscience reached a peak of 480 (3-digit NBME score), with a Median value of 493 (3-digit NBME score) in the Fall of 2011. This is close to US National average figure.Technical Remarks:Shockwave Flash Player, Google Chrome, Fast Internet connection",4,Positive
2940,This is a very interactive mobile app for helping teach young children to read and learn how much fun reading can be. Technical Remarks:Requires iOS 6.0 or later.  There is a free version and paid version. ,5,Positive
2944,Very good resource!  Contains many examples of experiments and lesson ideas.,4,Positive
2955,These examples are great for catalogers who want to see full level cataloging examples of different types of materials.  It is from the Network Development and MARC Standards Office of the Library of Congress. Technical Remarks:DTD HTML 4.01,5,Positive
2994,Appears to be commercial promotion to police related products and services,1,Negative
3048,"This Goal Directed Instructional Design Plan was easy to follow. The information provided was specific enough not to loose the user. I like the information on under “a real world performance”, but It would be nice if the learner had links to real world performances or a video under that heading. I also like the information under “a set of essential content” because it allows learner to be aware of what they need to know in order to proceed with the StAIR. I believe that the section “a method to help participants learn” could be more open to the individual students as they record their sounds and have their classmates listen to them and provide feedback. This sections also lends it self to multiple methods of face 2 face instruction, like Power Point, Voicesthread, and Wikis. Lastly, the socialization aspect of this StAIR seems lacking socialization. The students could play for each other, they could recorded it for others, they could work in groups as they collaborate with each other to improve their individual sound, etc.  Overall, I beleive that this is a ok resource that students can use.Technical Remarks:The technological needs fits the requirements of the StAIR. It would be nice to see students using other online sound base programs that other students could coment on like soundcloud. ",3,Neutral
3084,"Outstanding, and very in depth plan for understanding some of the techology issues that divide us as students and teachers.  Several resources are used very effectively in the lesson plan, includeing a pre-survey to assess what knowledge that the learner already possesess.  Reading the lesson plan alone makes me interested in what the presenter may have in strore for me as a teacher and how I can become more connected to my students.Technical Remarks:None.",5,Positive
3086,Very interesting lesson! Nice job...,5,Positive
3090,"In this lesson, ELL students use online graphic organizers using Web 2.0, to prepare to write an expository piece, a how-to video on Voicethread. This lesson would great for non-ELL too! Students work collaboratively with help from peers and teacher. Students work with the teacher to create a rubric, allowing for them to fully understand what is expected of them. Knowing how to organize, plan, and compose expository writng is a very useful skill that can be applied to real-world performance.  The author applies UDL principles which discusses potential barriers and how they can be over-come which is very helpful for educators to use in their own classrooms.  Students will be motivated to do this activity through the use of common activites that are familiar to them and the opportunity to share their completed project with peers.  This is a well organized lesson plan that upper elementary teachers could use in their classrooms Technical Remarks:Students must have access to computers, Web 2.0, and Voicethread.",4,Positive
3092,I spent about 30 minutes browsing the different sites to find a topic that would be relevent to my home lifestyle.THe quality of content does reflect concepts and models significant with educational awareness.This site does have potentialto enhance teaching and learning especially for parents. As a second time user of this site I find it easy to find resources.,4,Positive
3098,"This article takes about 10 minutes to read, and while it was published in 1995, the material is still relevant.  It goes into detail on how 64-bit is used in arthimetic, registers, and how it all ""fits together"".  It also details why 64-bit computer system is not always better than a 32-bit system just because it can move more data.",4,Positive
3107,"Training Station is a website for training professionals, and gives tips and news. The entry focuses on how to develop an employee training manual: the guidelines for a training session. Then it links to training templates.",2,Neutral
3112,"I used this as a way for students to build budgets and create statistics for marketing purposes. All students kept day to day inventory in a spread sheet.

Students were rewarded based on who made the most profit in a month. Students were able to complete at least one full month of sales in an hour.Technical Remarks:The site is borked. You can sell cups with no lemons, ice or sugar. Students soon figured that you could cheat the game and they did.",3,Neutral
3187,"I found the Merlot site to be very good when it came to information about a particular subject.  There was always information and links for further information if desired.  I did find the site navigation to be slightly challenging at times.Technical Remarks:again, site navigation a bit challenging at times-difficult to find my way around.",4,Positive
3187,"I'm really glad I found out about merlot.org.  It has been an invaluable tool for my assignment.  The depth of knowledge at Merlot is second to none and I would definately recommend it to someone, because it has something for almost anyone.",4,Positive
3187,I think that Merlot is a wonderful resource for students and teachers.  The information is categorized in such an easy way that using it is a pleasure.  You can use it to enhance any subject that you want to learn more about.  It really helped me get through my math class.,5,Positive
3187,"I really got alot out of using this website I love that it gives you access to so many different subjects not just one.  I used this website for studying Egyptian numeration.  I also used it to help a friend with her history class.  That just shows how eclectic this site it!
Thank you so much!",5,Positive
3204,"Based on an inital perusal, this site is intended for all levels of students and the excercises are interactive, good old fashioned drill-and-kill. Teachers will find them to be an excellent source of grammar exercices, useful in refining student deficiencies. They can be used immediately in or out of class, by students on their own, or with the teacher filling in the blanks.Technical Remarks: There should be no technical problems in using this site.",4,Positive
3293,"This article is very concise, accurate and well documented.",4,Positive
3379,"This site is an excellent, frequently updated resource for literature students.  It is not designed to be an interactive activity for the classroom; rather, this site with its annotated links provides a much-needed reference for finding high-quality materials on the web. ",5,Positive
3413,Fun for students to be able to request information and learn about the penguin life cycle.,4,Positive
3425,A fun way to introduce those famous men of AC and DC electricity. ,3,Neutral
3429,Nice applet to visualize vector addition. The applet is set up in such a way that the resultant will be within the window. This means that when working with many vectors some configurations won?t work and it feels as if the applet is stuck.Technical Remarks:Runs fine under WIN98 and Explorer,3,Neutral
3455,"I thought this site was interesting. It wasn't what I expected so it caught me off guard but it is still good information none the less. It talked about the different ways that people teach money, the way it works, what it means. I never really  thought about learning about money, It was so long ago. It isn't an easy concept to grasp, especially when you're young. This would be a good place to go for a parent having trouble teaching money because it gives creative, new ways to teach it that someone might not have thought about. Its not extremely mathematical but it is a very practical application of math.",3,Neutral
3472,"I found this site to be very unique.  There is a lot of information available within this web site, although at times I found it very difficlut to navaigate my way through.  There are many beautiful items available for viewing and purchasing.  If you have an interest in fine arts; sculptures, paintings, books, or jewlery, this is the site for you!",4,Positive
3496,"The design of the study I believe is perfect for younger students (K-2).  It gives them a hand on experience as well as show them how to work in a group.  The activities are very thought out and simplified for the grade level.  I love the green means ""go"" for food and the red means ""stop and think"".  Having the students become familiar with these labels at a young age is definitely valuable.  ",4,Positive
3526,"That it is free, due to me being a college student/student teacher! Plus, it is easy to use for a 4th grader! The prompts were very specific so I knew exactly what to do.Technical Remarks:Free, Template Based, Easy",5,Positive
3535,It's the NASA home site. This is a gem...,5,Positive
3567,"The assessment and feedback are great in this material. Also several ways of learning how to count were covered which is great for covering different learning styles. An outside source was provided very early in the material. The source may have been useful to teachers but the material itself feels like it is meant for young children, therefore the external link may not be helpful.I think with a few tweeks this would make a great stand-alone resource in the classroom.Technical Remarks:There may have been an issue with the sounds. I only got sound effects for wrong answers. However the layout and deign of the material is easy to use and follow. I did have an issue around quest 3 of the second quiz. Sum of 11+4. 15 was not an availabe answer. I then had to try and guess which answer would advance me to the enxt question/slide. Some kind of glitch got me into a never ending automated loop of wrong answer +sound effect. I had to quit the material and start over.",4,Positive
3614,"I reviewed this whole website I even read all the instructions.  I enjoyed reviewing this site, I think this is a great idea.  The concept of being able to demonstrate  ear training is  great.  I enjoyed trying out the practice drill.  I think this web site could be used for educational purposes.  I think that the younger children will get a kick out of this.  The site is easy to navigate for first time users,all they need to do is read and follow the directions.  ",4,Positive
3617,"The tutorial teaches basic concepts about audio formats and how to use them. Some text is somewhat long, but is still useful for non-digitally oriented people. The link to Karaoke midi files is very useful for classroom application. Dukhyun Cho",4,Positive
3623,Applet did not work on Netscape under Solaris.  Even if it worked it did not appear that it would be terribly useful.,1,Negative
3634,good general information on earth science.,4,Positive
3658,I like this website. It is well organized and has great information for marine lessons.,5,Positive
3680,"I think the presentation of the material was eye catching and would keep student interest. I think this would be a great review or introductory activity.  The presentation was easy to use, and flowed nicely.  If used as an introductory activity, I think breaking into smaller portions overall would be beneficial.  It is a lot of content to remember in one class period.  If this was used a review activity, I think it would be much more doable the way it is presented.I would like to use this in the fall with my new group of students, to see how they respond.The only real recommendation I would have for this presentation is that I would try to find videos showing the movement vs. still pictures.  I feel students would remember the boundaries easier.Overall, good concept to tackle, and dead on for MI benchmarks.",4,Positive
3692,I like the program. It allows students to see information in all the different representations that we are now learning.,5,Positive
3708,"I have taught both these subjects about color and food in separate contexts and in different French levels.  The  content  covering  color vocabulary   and expressing  likes and dislikes  in French   in appropriate  for  FRENCH 1 LEVEL I A (meaning first semester of French) whereas food( fruits and vegetables)  related vocabulary, grammar  (the French verbs  to eat, to buy, good eating habits) are appropriate for the  FRENCH 1B (meaning second semester of French).  What interactive activity can be offered for students to speak or write exclusively in French and post on blog?Technical Remarks:No technical difficulties",3,Neutral
3727,"This is an incredibly useful lesson. In today's world of email and texting students tend to blur the lines between formal and informal. Teaching students how to write a proper email to a professor (or really any professional) is an extremely valuable skill. The lesson walks through ideas on how to teach this skill.If the instructional design incorporated more detail on exactly what students will be asked to do (example: sample assignment with rubric) it will become more accessible for educators to use. When it comes to evaluation it is stated that students will be working together to revise their emails, however, the role of the teacher is not directly addressed, this is why a rubric might come in handy.It would be beneficial for there to be an activity incorporated with a rubric. In addition it would be more pedagogically sound if examples of good/bad emails were provided for students to dissect (this could be adapted to be done in class with just discussion or done using some sort of on-line discussion forum). This lesson could easily be transformed into a Webquest format with more detail on instructional procedure and more direction provided for students. It says that it will be given in Moodle but it is not clear on what that will look like (provide a link if it is already created in Moodle).Technical Remarks:The technology component can easily be adapted to any email service that students are using. Perhaps it would be a good idea to incorporate an overview lesson of how to use different features of the email service before beginning the email writing piece.There is a colaborative component where students will be commenting on each other's emails (this could be adapted to be done in class with just discussion or done using some sort of on-line discussion forum). Either way it does a great job of opening the door to pair-sharing which is a fantastic pedagogical strategy.",4,Positive
3752,I wish this was free...I know it can't be though.,3,Neutral
3766,"UDL guidlines are well represented.  The appearance is colorful but not overbearing, and the use of different size, color and type of font is attractive.   I like the way you added some comedy, music and sound effects.  Additionally, there are multiple means of representation as there are not only slides but also web links from a hospital and a physical therapy organization  and a link for a worksheet.  The only thing that may be missing is the possiblity for students to hear what has been written.Technical Remarks:The lesson is easy to navigate through and there are no problems with the links or action buttons. Also, the timing of everything is great!  Well done.",5,Positive
3767,This is a great stand alone project for students who are on level in reading. Adding audio would also include the students who are below level. I believe students may get confused about what and where to click in the slide.  I was confused about where to click. I clicked on the red words and the slide chages. I went back to get back to the slide and started over.Technical Remarks:All links worked.,3,Positive
3854,"I like this website because it is very useful to the user from different background which allows the learner to extract and access variety of information such as National geography, UTexas Library, internet picture dictionary and animation factory. This website is a great resource for providing valuable learning materials which can be used inside and outside the classroom.",5,Positive
3927,"I surveyed several portions on the neurophysiology and drug addiction module.  I have materials of my own that I have prepared and revised since 1996 on this topic.  I have previously drawn on resources from NIH (NIDA in particular) and find them extremely useful.  This new NIH neurophysiology and addiction module has some new graphics, animations, etc. that are very instructive.  The student portion of the site is excellent, and there are plenty of instructor preparation materials to guide the teacher.Technical Remarks: High quality materials and information based on recent research (e.g. PET Scans) in the neurophysiology and addiction module.  I have not looked at the other modules.",5,Positive
3947,"This looks like great advice, and it is presented in a very clear way, but I suspect only graduate students could use it.  My freshmen community college students would not undertand the vocabulary in the essays.",4,Positive
3952,"Really, this is a university webpage, and I don't see the relevance. The navigation is unclear.",1,Negative
4019,This link may be incorrect. The go-to material button takes you to a math platform: https://plainmath.net/,1,Negative
4022,"The visual appeal of the overall presentation is outstanding.  The color scheming provides a pleasing, though not distracting visual element for the presentation.  Coupled with the fun and innovative pictures, I can not imagine a student that would not get a kick out of it.  The instructional video that was linked within the presentation provided a good bit of information to aid in understanding.  What I did not like was having that video as, what seems like the only instructional piece within this presenation.  I would have liked to see more variety in teaching.  The volume of practice at the end and the link to the ""Rags to Riches"" game provided students with a lot of practice to demonstrated understanding.  Technical Remarks:I did have an issue with the ""incorrect"" slide.  Each time it would prompt me with a dialogue box asking about a certain file designator that I did not have.  I easily clicked ""cancel"" and the picture of Wyle E. Coyote came bouncing in anyway.  Not obtrusive, but a bit of a nuisance if I end up getting a lot wrong.",3,Positive
4027,Having a Webpage that contains instructional ideas for Special Education Teachers is a great resource.  I think some of the best ideas and instructional activities comes from professionals working in the practice.,5,Positive
4041,"If one can laugh through a grammar drill, you have created a successfull lesson! I like how it appeals to a mulitude of learning styles and how you are teaching to mastery level by giving students the ability to take the quiz as many times as they want. Technical Remarks:Nice Job. ",5,Positive
4056,"A good site to visit and to use in order to learn English by movies in th e English learning classroom, the only problrm I think could be possible is the cost that it has, despite it's just one dollar, there must be somebody unable to pay that amount of money.-Technical Remarks:Easy access to the site,there are good graphics and image quality and the links are related to the contents. Up to date films and quite good extracts of movies.-",4,Positive
4065,"If someone can think it, there is a website out there devoted to it.  People travel to all lengths of the world with GPS (Global Positioning Systems) units in search of whole number latitude and longitude locations.  Pictures from North, South, East, West, and GPS are then posted to the site for all to see.Technical Remarks: Great Ease of navigation with no dead links to speak of.  Quality of pictures posted are outstanding and viewable from various perspectives.  This site is all volunteer run so you are not overwhelmed with ads.",4,Positive
4122,"As a stand alone project this is done well, however for use with 2nd grade students there may be a problem for students that have difficulty in reading. Adding an audio component would allow students not only to read but to listen to the content and answer questions without assistance.Technical Remarks:No technical problems everything worked.",3,Neutral
4183,"This project is designed for adult learners so it was less   “razzle dazzle” and more informative. Utilized two principles of the NETS for Administrators  which was similar to lesson plan: Excellence in Professional Practice, and Systemic Improvement,  The quizzes were great and I enjoyed the extra tool added for the date calendar.Technical Remarks:I would have liked to have seen a better ending for this project. Specifically, a home button after the last slide",3,Neutral
4204,"This lesson plan teaches, Conjugation of regular –ar verbs at the secondary level.Very detailed method of instruction, each step is written out. Can be used for english and spanish languages. The student practice section lists several ways for students to practice the new information. The lesson includes support for several different learning styles or strengths.  The visuals included are familiar and popular with students, creating a connection with them.  These materials cover a variety of mediums including art, literature, and music.Student PracticeStudents practice concepts in a variety of ways.  Group instruction introduces the topic.  After learning, they show practice and understanding by using whiteboards, visuals hunts, just to name a few.  Also, A homework assignment is available.  T The end of the lesson students reflect on what they learned and what they can do better.  The entire plan incorporates several different learning styles.  Also, visuals are utilized throughout the lesson.  Visuals include text, charts, graphs, videos, action, and a few others.Overall, good lesson with lots of possibilities! A very well thought out and planned lesson.Technical Remarks:Format: PDFEasy to view",4,Positive
4218,"Comprehensiveness
This textbook is very comprehensive of US copyright law. However, it does not address international copyright law issues. One of the best things about this book is that it is very recent and, as such, it contains examples of very modern cases on things like the enforceability of creative commons licenses. One downside of the book is that it contains a no-derivatives license. This makes it less ""open"" than a traditional open access book.
Content Accuracy
The content is provided by two law professors who are experts in the field. It is high quality content. That said, it really is the type of book best aimed at law students because it uses the traditional ""case method"" of teaching, which is typical of law classes.
Relevance Longevity
The content is very up-to-date and includes both watershed cases as well as modern cases. It will, of course, need to be updated in the future.
Clarity
The text is clear and free from grammatical issues.",5,Positive
4232,While interesting this site has not been kept up. It is not directly engaged in philosophical thought.  It appears to have ended its life in the middle of 2005.,1,Negative
4238,"This website took a lot of effort to complete. It should provide a huge value for any professional who ever thought about doing a doctoral program in management part-time. The DBA Compass provides- an overview on doctoral programs for professionals worldwide- a Forum to ask questions and receive expert feedback- background articles, e.g. on the difference between a PhD and a DBA- Guidelines on how to find a quality program",5,Positive
4321,"I spent about 5 minutes browsing this site, looking for materials for a bioinformatics course.  This is a decent site for background information, tables and images.  It does not contain prepared lecture materials or student-oriented problems to solve, but I don't think that this was the intention of this site.  A good and accurate resource for upper level undergraduate or graduate courses.Technical Remarks: I wasn't able to open the VRML sites.",4,Positive
4325,There were good explainations of the difference between Inference and Judgement.  I was helpful to be able to click on the answers and see right away whether I was right or wrong.Technical Remarks:The Oops button did not take me back to review.,4,Positive
4375,simple look at memory decoding and error-checking procedures.,3,Neutral
4393,"Nice job explaining the background and need for this activity.  Students definitely need to know how to work with number sentences and create their own number story.  This is vital in the real world- and you did a good job of helping students understand and activate prior knowledge and experiences.  You gave the students several chances to communicate and collaborate with peers.  They could ask for assistance, as well as work together to create a product.  Students with lesser skills could be helped by peers with greater knowledge and skills.   Students had several learning strategies to follow.  They were given inductive reasoning to help solve a problem as a class, they were given chances to explore their own problems and create solutions, and students also used deductive reasoning if they needed to help a partner solve a problem.  I enjoyed the way the students were able to choose creative expression in their use of TuxPaint.  Students would be familiar with this program, and had a guideline to follow (create a number sentence and illustrate with pictures) but were given ability to be creative in how they expressed their answer.  Students would be able to draw a picture or create illustrations to match the problem in their mind.  Great wrap up to the lesson as well, students were able to share their creations with their peers and learn from others.  Students will also enjoy the whole class assignment once the teacher has created the slideshow with all the numerical equations pictures.",4,Positive
4424,"I think it is great that you are creating a lesson that is relevant to the time period of the election and using Rock the Vote because it is so well known. It is good that you are giving the students background knowledge and going over important vocabulary terms. This will help the students to better understand the information that they will encounter while completing the project. I think it is great that the students get to experience the whole political platform process and are able to create their own platform.  I like that this is project-based because it is a real-life problem and it is a very motivational strategy.  I think that the project is very relevant and engaging for the students.  I like the incorporation of technology and the use of interactive timelines. I would be very interested in seeing this in action. Overall, it is a great, engaging and relevant lesson!Technical Remarks:I was able to easily open the PDF. ",5,Positive
4475,"This lesson begins with a good tutorial on how to work in blackboard.  It is very nice to see exactly what you need to do, rather than instructions in the form of a list for visual learners.  After this is done, students have to actually click everything they would need to for their tasks in blackboard.  This is great because before they ever get the chance to do it, they have done it.  This lesson appeals to different learning styles because you see it, hear it, and also have to do it.  This method of creating a tutorial could be very useful for anything that needs to be done on a computer and gives practice throughout (This is something I would like to learn after viewing this lesson!).  The quiz at the end of the sections is a good review to make sure that you are ready to try this on your own.  It is also useful that the video jumps to an answer if you get it wrong.",5,Positive
4513,The material explains the MVC design pattern in details and easy to understand language.,5,Positive
4537,"Great StAIR project.  You lesson was really easy to follow and clear for how to set up the grade book.  You make good use of screen captures to show exactly how to set up the grade book.  those visual clues are really helpful from a UDL standpoint.  You cover all the important details for anyone to get started on this process, as well as providing them with templates to help smooth over the transition.  ",5,Positive
4555,"YouVersion is a tremendous reference resource for biblical scholars and laypersons alike.  YouVersion offers over 400 versions of the Bible in over 200 languages.  Some translations are available for download.  Others include audio readings of the text.  This app also offers a variety of Bible study plans and allows users to add bookmarks and share notes.  Rather than carry a paper Bible, I just pocket my iOS YouVersion app.  Easy to transport, easy to navigate.  Highly recommend.",5,Positive
